timestep	hpmc_translate_acceptance	hpmc_rotate_acceptance	hpmc_d	hpmc_a	lx	hpmc_overlap_count	hpmc_patch_energy	time	temp
44120000	0.4551724138	0.5960784314	1	1	12	0	-806.5634155	5531.291337	1.098768931
44130000	0.3362068966	0.5313531353	1	1	12	0	-815.3380737	5532.559411	1.098768931
44140000	0.2910447761	0.4659090909	1	1	12	0	-859.9346313	5533.832756	1.098768931
44150000	0.4705882353	0.6391304348	1	1	12	0	-817.800354	5535.10647	1.098768931
44160000	0.3825503356	0.5058823529	1	1	12	0	-866.4755859	5536.382547	1.098768931
44170000	0.3333333333	0.5176056338	1	1	12	0	-859.2227783	5537.658948	1.098768931
44180000	0.3507462687	0.4655172414	1	1	12	0	-880.6958008	5538.948902	1.098768931
44190000	0.3443708609	0.496350365	1	1	12	0	-903.8726196	5540.231346	1.098768931
44200000	0.2978723404	0.4874551971	1	1	12	0	-942.2409058	5541.51001	1.098768931
44210000	0.4	0.5021276596	1	1	12	0	-840.2194214	5542.789814	1.098768931
44220000	0.4230769231	0.5852713178	1	1	12	0	-780.2886963	5544.090614	1.098768931
44230000	0.4029850746	0.5437262357	1	1	12	0	-710.567688	5545.370734	1.098768931
44240000	0.3644067797	0.5692307692	1	1	12	0	-759.9949341	5546.650123	1.098768931
44250000	0.3793103448	0.5239852399	1	1	12	0	-751.2528076	5547.920167	1.098768931
44260000	0.3517241379	0.471042471	1	1	12	0	-826.0812378	5549.223267	1.098768931
44270000	0.3931623932	0.4944649446	1	1	12	0	-870.682251	5550.506737	1.098768931
44280000	0.36	0.5172413793	1	1	12	0	-1006.17926	5551.794767	1.098768931
44290000	0.40625	0.5924528302	1	1	12	0	-852.6676025	5553.065995	1.098768931
44300000	0.3185185185	0.4754098361	1	1	12	0	-895.2745361	5554.347432	1.098768931
44310000	0.437037037	0.5425101215	1	1	12	0	-879.668396	5555.633212	1.098768931
44320000	0.272	0.5150214592	1	1	12	0	-799.9734497	5556.907111	1.098768931
44330000	0.4365079365	0.608	1	1	12	0	-736.7848511	5558.195964	1.098768931
44340000	0.4471544715	0.5173913043	1	1	12	0	-813.4494019	5559.485006	1.098768931
44350000	0.3178294574	0.457337884	1	1	12	0	-817.3198242	5560.800213	1.098768931
44360000	0.3781512605	0.5472972973	1	1	12	0	-753.0991211	5562.079968	1.098768931
44370000	0.4328358209	0.4887218045	1	1	12	0	-788.5765991	5563.35511	1.098768931
44380000	0.3577981651	0.5396825397	1	1	12	0	-789.9883423	5564.632236	1.098768931
44390000	0.4621848739	0.6334841629	1	1	12	0	-715.3015747	5565.918784	1.098768931
44400000	0.3692307692	0.5250965251	1	1	12	0	-804.5247803	5567.20641	1.098768931
44410000	0.3684210526	0.5189393939	1	1	12	0	-858.0223389	5568.480954	1.098768931
44420000	0.3071428571	0.359375	1	1	12	0	-1014.18689	5569.758031	1.098768931
44430000	0.5564516129	0.5616438356	1	1	12	0	-852.1662598	5571.047858	1.098768931
44440000	0.4315068493	0.5055350554	1	1	12	0	-731.7377319	5572.328034	1.098768931
44450000	0.4055944056	0.5536912752	1	1	12	0	-744.2481689	5573.602108	1.098768931
44460000	0.4247787611	0.48046875	1	1	12	0	-790.9673462	5574.873555	1.098768931
44470000	0.3783783784	0.5420560748	1	1	12	0	-732.4705811	5576.152352	1.098768931
44480000	0.4225352113	0.547826087	1	1	12	0	-627.34552	5577.448089	1.098768931
44490000	0.35625	0.4677966102	1	1	12	0	-863.1727295	5578.7263	1.098768931
44500000	0.2747252747	0.4166666667	1	1	12	0	-898.5422363	5580.012555	1.098768931
44510000	0.3303571429	0.530075188	1	1	12	0	-835.6726685	5581.296736	1.098768931
44520000	0.2949640288	0.5922746781	1	1	12	0	-754.3331909	5582.577721	1.098768931
44530000	0.4	0.5161290323	1	1	12	0	-813.6531372	5583.884536	1.098768931
44540000	0.4420289855	0.5392857143	1	1	12	0	-794.6113892	5585.177357	1.098768931
44550000	0.3706896552	0.4642857143	1	1	12	0	-868.0939941	5586.451804	1.098768931
44560000	0.4126984127	0.548	1	1	12	0	-796.2982788	5587.750813	1.098768931
44570000	0.3828125	0.5871886121	1	1	12	0	-734.2485352	5589.029017	1.098768931
44580000	0.4464285714	0.5490196078	1	1	12	0	-782.4552002	5590.315383	1.098768931
44590000	0.474137931	0.5346153846	1	1	12	0	-829.1054077	5591.588126	1.098768931
44600000	0.4466666667	0.5157894737	1	1	12	0	-757.7089233	5592.872734	1.098768931
44610000	0.2700729927	0.4636015326	1	1	12	0	-870.0545044	5594.153103	1.098768931
44620000	0.320754717	0.4559386973	1	1	12	0	-825.0656128	5595.448057	1.098768931
44630000	0.2955974843	0.518115942	1	1	12	0	-751.2337646	5596.735214	1.098768931
44640000	0.3692307692	0.5477031802	1	1	12	0	-817.8718262	5598.039111	1.098768931
44650000	0.4296875	0.4923076923	1	1	12	0	-729.4139404	5599.322824	1.098768931
44660000	0.3356164384	0.595505618	1	1	12	0	-822.1160278	5600.600571	1.098768931
44670000	0.380952381	0.5501858736	1	1	12	0	-853.6730957	5601.892904	1.098768931
44680000	0.3153846154	0.4887218045	1	1	12	0	-890.1578979	5603.185987	1.098768931
44690000	0.3658536585	0.4947368421	1	1	12	0	-831.3942871	5604.47217	1.098768931
44700000	0.4482758621	0.5720164609	1	1	12	0	-758.5793457	5605.761705	1.098768931
44710000	0.4076923077	0.5622641509	1	1	12	0	-765.2052002	5607.051613	1.098768931
44720000	0.4173228346	0.5175438596	1	1	12	0	-729.5650635	5608.341607	1.098768931
44730000	0.3310344828	0.4636015326	1	1	12	0	-811.3345337	5609.628224	1.098768931
44740000	0.3509933775	0.4	1	1	12	0	-900.4745483	5610.920051	1.098768931
44750000	0.4661654135	0.4653061224	1	1	12	0	-785.3833008	5612.194518	1.098768931
44760000	0.3407407407	0.5325203252	1	1	12	0	-710.3165283	5613.472702	1.098768931
44770000	0.3649635036	0.5272727273	1	1	12	0	-877.3108521	5614.75841	1.098768931
44780000	0.3602941176	0.5675675676	1	1	12	0	-848.2405396	5616.046382	1.098768931
44790000	0.4511278195	0.5458715596	1	1	12	0	-857.2849121	5617.3416	1.098768931
44800000	0.3687943262	0.5397350993	1	1	12	0	-788.119812	5618.627826	1.098768931
44810000	0.304964539	0.5542635659	1	1	12	0	-746.7161255	5619.905537	1.098768931
44820000	0.3949579832	0.5294117647	1	1	12	0	-886.3966675	5621.186421	1.098768931
44830000	0.3862068966	0.541322314	1	1	12	0	-758.9851685	5622.480306	1.098768931
44840000	0.3410852713	0.575	1	1	12	0	-781.2142944	5623.766924	1.098768931
44850000	0.256097561	0.4453441296	1	1	12	0	-880.8501587	5625.055352	1.098768931
44860000	0.3966942149	0.5551020408	1	1	12	0	-802.3601685	5626.326558	1.098768931
44870000	0.3410852713	0.5	1	1	12	0	-843.4035645	5627.615804	1.098768931
44880000	0.2713178295	0.431372549	1	1	12	0	-829.4192505	5628.902983	1.098768931
44890000	0.3916666667	0.5747126437	1	1	12	0	-965.0848389	5630.19339	1.098768931
44900000	0.416	0.5737704918	1	1	12	0	-836.1343994	5631.483473	1.098768931
44910000	0.3728813559	0.4900398406	1	1	12	0	-867.4464111	5632.785259	1.098768931
44920000	0.4316546763	0.5203252033	1	1	12	0	-669.4501343	5634.054008	1.098768931
44930000	0.3072289157	0.4919354839	1	1	12	0	-897.1748657	5635.347165	1.098768931
44940000	0.4126984127	0.51	1	1	12	0	-669.9619141	5636.635071	1.098768931
44950000	0.2802547771	0.3488372093	1	1	12	0	-959.8998413	5637.947065	1.098768931
44960000	0.4174757282	0.5531914894	1	1	12	0	-821.7005005	5639.231419	1.098768931
44970000	0.4201680672	0.6775510204	1	1	12	0	-766.2543945	5640.510859	1.098768931
44980000	0.2483221477	0.4339622642	1	1	12	0	-787.7409058	5641.795162	1.098768931
44990000	0.4537815126	0.5422222222	1	1	12	0	-827.3311768	5643.082407	1.098768931
45000000	0.3146853147	0.5358490566	1	1	12	0	-818.9944458	5644.367283	1.098768931
45010000	0.3712121212	0.5119047619	1	1	12	0	-816.0935669	5645.649729	1.098768931
45020000	0.3866666667	0.4441087613	1	1	12	0	-867.3736572	5646.952907	1.098768931
45030000	0.4671532847	0.5032258065	1	1	12	0	-736.0063477	5648.234485	1.098768931
45040000	0.3412698413	0.5176470588	1	1	12	0	-789.5008545	5649.508688	1.098768931
45050000	0.3928571429	0.4956896552	1	1	12	0	-847.0919189	5650.794182	1.098768931
45060000	0.4642857143	0.4710743802	1	1	12	0	-807.3203735	5652.080147	1.098768931
45070000	0.3698630137	0.4401544402	1	1	12	0	-912.1644897	5653.361878	1.098768931
45080000	0.4045801527	0.4862745098	1	1	12	0	-803.2593994	5654.646215	1.098768931
45090000	0.4027777778	0.5776173285	1	1	12	0	-889.6726074	5655.915624	1.098768931
45100000	0.4186046512	0.4586466165	1	1	12	0	-943.7294312	5657.218004	1.098768931
45110000	0.3333333333	0.5450819672	1	1	12	0	-839.4636841	5658.490463	1.098768931
45120000	0.4076923077	0.510373444	1	1	12	0	-923.8104858	5659.832701	1.098768931
45130000	0.3798449612	0.570212766	1	1	12	0	-817.69104	5661.127582	1.098768931
45140000	0.3759398496	0.5162601626	1	1	12	0	-850.7981567	5662.399428	1.098768931
45150000	0.4577464789	0.6120996441	1	1	12	0	-761.7739258	5663.730631	1.098768931
45160000	0.3178294574	0.5	1	1	12	0	-816.7738647	5665.038115	1.098768931
45170000	0.3115942029	0.4588235294	1	1	12	0	-816.0964355	5666.346349	1.098768931
45180000	0.4545454545	0.5437262357	1	1	12	0	-759.3696899	5667.644037	1.098768931
45190000	0.4112149533	0.5232067511	1	1	12	0	-899.3137207	5668.922069	1.098768931
45200000	0.3441558442	0.4929577465	1	1	12	0	-790.9824829	5670.192864	1.098768931
45210000	0.3582089552	0.4357142857	1	1	12	0	-820.9821167	5671.473048	1.098768931
45220000	0.3766233766	0.5448275862	1	1	12	0	-796.1660156	5672.752427	1.098768931
45230000	0.4044117647	0.5142857143	1	1	12	0	-792.4491577	5674.037057	1.098768931
45240000	0.3555555556	0.5538461538	1	1	12	0	-720.6983643	5675.329078	1.098768931
45250000	0.3243243243	0.4263565891	1	1	12	0	-996.0802002	5676.604089	1.098768931
45260000	0.3521126761	0.5535055351	1	1	12	0	-798.4904785	5677.884482	1.098768931
45270000	0.3768115942	0.6072874494	1	1	12	0	-817.4420776	5679.166311	1.098768931
45280000	0.3356164384	0.4846416382	1	1	12	0	-751.6123657	5680.442535	1.098768931
45290000	0.3769230769	0.5859375	1	1	12	0	-757.2367554	5681.718641	1.098768931
45300000	0.2814814815	0.4888059701	1	1	12	0	-958.6654053	5683.010982	1.098768931
45310000	0.3150684932	0.4888059701	1	1	12	0	-773.3171387	5684.298282	1.098768931
45320000	0.3357664234	0.4980079681	1	1	12	0	-801.0522461	5685.60058	1.098768931
45330000	0.3164556962	0.4709677419	1	1	12	0	-905.8286133	5686.888431	1.098768931
45340000	0.3095238095	0.618852459	1	1	12	0	-787.3656616	5688.18586	1.098768931
45350000	0.4351145038	0.5719178082	1	1	12	0	-726.5211182	5689.457952	1.098768931
45360000	0.3223140496	0.5354330709	1	1	12	0	-872.7237549	5690.737717	1.098768931
45370000	0.3851851852	0.6739130435	1	1	12	0	-766.7918091	5691.999654	1.098768931
45380000	0.4202898551	0.492248062	1	1	12	0	-730.7646484	5693.28855	1.098768931
45390000	0.389261745	0.6195286195	1	1	12	0	-791.0701294	5694.587972	1.098768931
45400000	0.3851851852	0.5970695971	1	1	12	0	-811.633667	5695.863628	1.098768931
45410000	0.3722627737	0.5542168675	1	1	12	0	-756.9799194	5697.141464	1.098768931
45420000	0.4161073826	0.6074380165	1	1	12	0	-842.0281982	5698.410853	1.098768931
45430000	0.4296875	0.5175097276	1	1	12	0	-696.5167236	5699.688588	1.098768931
45440000	0.3958333333	0.4821428571	1	1	12	0	-828.319458	5700.974202	1.098768931
45450000	0.4027777778	0.5265306122	1	1	12	0	-813.8582153	5702.259608	1.098768931
45460000	0.3768115942	0.5167286245	1	1	12	0	-968.9140625	5703.552244	1.098768931
45470000	0.4453125	0.5112781955	1	1	12	0	-741.0827026	5704.845263	1.098768931
45480000	0.296875	0.5381526104	1	1	12	0	-852.7694702	5706.121925	1.098768931
45490000	0.2887323944	0.5	1	1	12	0	-828.7753296	5707.386769	1.098768931
45500000	0.3404255319	0.492	1	1	12	0	-853.8773804	5708.676898	1.098768931
45510000	0.3082191781	0.4655737705	1	1	12	0	-953.6443481	5709.975137	1.098768931
45520000	0.3700787402	0.5526315789	1	1	12	0	-799.2487793	5711.259055	1.098768931
45530000	0.3928571429	0.6082089552	1	1	12	0	-758.1894531	5712.573621	1.098768931
45540000	0.3918918919	0.4888888889	1	1	12	0	-790.1652222	5713.866273	1.098768931
45550000	0.3357142857	0.5250965251	1	1	12	0	-762.8287964	5715.154069	1.098768931
45560000	0.3949579832	0.5108225108	1	1	12	0	-758.2941284	5716.438784	1.098768931
45570000	0.3613445378	0.5598290598	1	1	12	0	-835.4242554	5717.724877	1.098768931
45580000	0.3384615385	0.6022727273	1	1	12	0	-875.3364868	5718.996653	1.098768931
45590000	0.216	0.4517374517	1	1	12	0	-909.6599121	5720.272736	1.098768931
45600000	0.4316546763	0.5775193798	1	1	12	0	-753.6032715	5721.549356	1.098768931
45610000	0.2839506173	0.4367346939	1	1	12	0	-844.7737427	5722.824579	1.098768931
45620000	0.4180327869	0.5179856115	1	1	12	0	-796.5523682	5724.113274	1.098768931
45630000	0.3790322581	0.537037037	1	1	12	0	-828.8449707	5725.401321	1.098768931
45640000	0.3409090909	0.5801526718	1	1	12	0	-834.9022827	5726.685784	1.098768931
45650000	0.424	0.5388127854	1	1	12	0	-817.1199341	5727.960349	1.098768931
45660000	0.322147651	0.5144927536	1	1	12	0	-829.4456787	5729.224272	1.098768931
45670000	0.3103448276	0.4158075601	1	1	12	0	-838.1671753	5730.498378	1.098768931
45680000	0.3793103448	0.5036764706	1	1	12	0	-724.9226074	5731.801007	1.098768931
45690000	0.4358974359	0.5851528384	1	1	12	0	-752.210144	5733.090056	1.098768931
45700000	0.3714285714	0.5650224215	1	1	12	0	-855.9667969	5734.358554	1.098768931
45710000	0.3410852713	0.4823529412	1	1	12	0	-819.0834961	5735.643496	1.098768931
45720000	0.5112781955	0.5467625899	1	1	12	0	-851.2788086	5736.930969	1.098768931
45730000	0.424	0.5511811024	1	1	12	0	-805.1331787	5738.205099	1.098768931
45740000	0.4094488189	0.5257352941	1	1	12	0	-829.9847412	5739.467707	1.098768931
45750000	0.2738853503	0.4813432836	1	1	12	0	-834.8272705	5740.738488	1.098768931
45760000	0.4	0.5	1	1	12	0	-819.213501	5741.999309	1.098768931
45770000	0.3243243243	0.5755395683	1	1	12	0	-742.9939575	5743.269872	1.098768931
45780000	0.3028169014	0.496124031	1	1	12	0	-908.770752	5744.53295	1.098768931
45790000	0.3687943262	0.4717741935	1	1	12	0	-897.8084106	5745.83655	1.098768931
45800000	0.4227642276	0.5269230769	1	1	12	0	-825.4749146	5747.129404	1.098768931
45810000	0.3539823009	0.442804428	1	1	12	0	-838.598938	5748.410406	1.098768931
45820000	0.4263565891	0.5203252033	1	1	12	0	-795.3325195	5749.707326	1.098768931
45830000	0.3282442748	0.6228373702	1	1	12	0	-682.8140259	5750.987481	1.098768931
45840000	0.3769230769	0.468401487	1	1	12	0	-809.8172607	5752.277391	1.098768931
45850000	0.3928571429	0.5742971888	1	1	12	0	-640.1422729	5753.565593	1.098768931
45860000	0.3660130719	0.605734767	1	1	12	0	-859.8718262	5754.842808	1.098768931
45870000	0.375	0.5785123967	1	1	12	0	-885.1716919	5756.129357	1.098768931
45880000	0.3769230769	0.5641025641	1	1	12	0	-768.3006592	5757.399857	1.098768931
45890000	0.3798449612	0.4726027397	1	1	12	0	-814.6604004	5758.704731	1.098768931
45900000	0.4083333333	0.4921875	1	1	12	0	-911.5252075	5760.00287	1.098768931
45910000	0.4518518519	0.4765625	1	1	12	0	-925.2611084	5761.293154	1.098768931
45920000	0.2992125984	0.462745098	1	1	12	0	-805.5546875	5762.583789	1.098768931
45930000	0.3913043478	0.4910394265	1	1	12	0	-761.6078491	5763.872194	1.098768931
45940000	0.3529411765	0.5097402597	1	1	12	0	-800.921936	5765.152113	1.098768931
45950000	0.4098360656	0.5362903226	1	1	12	0	-748.1876221	5766.424018	1.098768931
45960000	0.2894736842	0.5018867925	1	1	12	0	-766.614502	5767.696043	1.098768931
45970000	0.3309859155	0.3688212928	1	1	12	0	-1047.02478	5768.967407	1.098768931
45980000	0.36	0.4334763948	1	1	12	0	-884.0667114	5770.257354	1.098768931
45990000	0.5398230088	0.6906779661	1	1	12	0	-714.8464355	5771.522377	1.098768931
46000000	0.3834586466	0.520754717	1	1	12	0	-823.1028442	5772.804113	1.098768931
46010000	0.3014705882	0.531147541	1	1	12	0	-927.2893066	5774.108183	1.098768931
46020000	0.4347826087	0.592	1	1	12	0	-741.7556763	5775.396403	1.098768931
46030000	0.4027777778	0.4536082474	1	1	12	0	-821.9621582	5776.667482	1.098768931
46040000	0.2948717949	0.4306569343	1	1	12	0	-802.7696533	5777.946361	1.098768931
46050000	0.3525179856	0.5494505495	1	1	12	0	-934.7787476	5779.227812	1.098768931
46060000	0.3120567376	0.4402730375	1	1	12	0	-823.5725098	5780.505909	1.098768931
46070000	0.4561403509	0.5836431227	1	1	12	0	-772.9223633	5781.786756	1.098768931
46080000	0.4579439252	0.5737704918	1	1	12	0	-861.022522	5783.084864	1.098768931
46090000	0.4508196721	0.5215827338	1	1	12	0	-809.3258667	5784.36462	1.098768931
46100000	0.359375	0.520754717	1	1	12	0	-839.666687	5785.643988	1.098768931
46110000	0.3189655172	0.4513618677	1	1	12	0	-879.3511963	5786.929912	1.098768931
46120000	0.3357142857	0.5144032922	1	1	12	0	-815.7493896	5788.215523	1.098768931
46130000	0.3821138211	0.5503875969	1	1	12	0	-794.9282837	5789.484271	1.098768931
46140000	0.3426573427	0.5108225108	1	1	12	0	-812.1289062	5790.773215	1.098768931
46150000	0.4503311258	0.4982332155	1	1	12	0	-764.4384155	5792.05978	1.098768931
46160000	0.3727272727	0.5583333333	1	1	12	0	-808.8696899	5793.343206	1.098768931
46170000	0.3492063492	0.5486725664	1	1	12	0	-858.4298096	5794.621194	1.098768931
46180000	0.3545454545	0.5714285714	1	1	12	0	-774.5499878	5795.912231	1.098768931
46190000	0.3943661972	0.496124031	1	1	12	0	-722.9265137	5797.171984	1.098768931
46200000	0.347826087	0.5587188612	1	1	12	0	-835.2943115	5798.45492	1.098768931
46210000	0.3140495868	0.490990991	1	1	12	0	-898.8928833	5799.741547	1.098768931
46220000	0.3040540541	0.5436241611	1	1	12	0	-768.8441162	5801.021622	1.098768931
46230000	0.3597122302	0.4722222222	1	1	12	0	-811.5133667	5802.294504	1.098768931
46240000	0.3783783784	0.5368421053	1	1	12	0	-812.4997559	5803.576838	1.098768931
46250000	0.474137931	0.547008547	1	1	12	0	-735.3867188	5804.864733	1.098768931
46260000	0.5272727273	0.5324074074	1	1	12	0	-797.0543823	5806.14853	1.098768931
46270000	0.3333333333	0.5	1	1	12	0	-901.1674194	5807.422325	1.098768931
46280000	0.3658536585	0.5132743363	1	1	12	0	-843.0311279	5808.699435	1.098768931
46290000	0.4518518519	0.5793991416	1	1	12	0	-806.6439209	5809.97608	1.098768931
46300000	0.2950819672	0.5306122449	1	1	12	0	-865.4743042	5811.259939	1.098768931
46310000	0.4380165289	0.5321888412	1	1	12	0	-649.0386353	5812.571977	1.098768931
46320000	0.3464052288	0.528957529	1	1	12	0	-784.4995728	5813.852234	1.098768931
46330000	0.323943662	0.5364806867	1	1	12	0	-782.7565918	5815.146092	1.098768931
46340000	0.4322033898	0.55078125	1	1	12	0	-899.8032227	5816.431423	1.098768931
46350000	0.3916083916	0.5203252033	1	1	12	0	-783.9638672	5817.718633	1.098768931
46360000	0.4573643411	0.4587155963	1	1	12	0	-836.0020752	5818.993525	1.098768931
46370000	0.4590163934	0.5231481481	1	1	12	0	-813.7972412	5820.256605	1.098768931
46380000	0.3684210526	0.4541984733	1	1	12	0	-794.5404663	5821.535094	1.098768931
46390000	0.3307086614	0.4248927039	1	1	12	0	-956.8474731	5822.808614	1.098768931
46400000	0.4888888889	0.5910780669	1	1	12	0	-697.8862915	5824.094385	1.098768931
46410000	0.4236111111	0.6196581197	1	1	12	0	-686.9664917	5825.359795	1.098768931
46420000	0.3071428571	0.4941176471	1	1	12	0	-785.7041626	5826.66259	1.098768931
46430000	0.3076923077	0.4610169492	1	1	12	0	-743.9066772	5827.951554	1.098768931
46440000	0.3260869565	0.5559440559	1	1	12	0	-738.5309448	5829.22951	1.098768931
46450000	0.3310810811	0.3961538462	1	1	12	0	-863.659668	5830.514279	1.098768931
46460000	0.3333333333	0.4747081712	1	1	12	0	-720.0316162	5831.785273	1.098768931
46470000	0.3870967742	0.5701754386	1	1	12	0	-798.4689941	5833.06591	1.098768931
46480000	0.3076923077	0.4070175439	1	1	12	0	-952.4725342	5834.362883	1.098768931
46490000	0.4264705882	0.4587458746	1	1	12	0	-760.7000122	5835.649196	1.098768931
46500000	0.4144144144	0.5062240664	1	1	12	0	-886.4191284	5836.932748	1.098768931
46510000	0.3193277311	0.5492424242	1	1	12	0	-783.3994141	5838.214033	1.098768931
46520000	0.3708609272	0.5205992509	1	1	12	0	-771.6494141	5839.499866	1.098768931
46530000	0.3795620438	0.573943662	1	1	12	0	-772.6312866	5840.799577	1.098768931
46540000	0.3779527559	0.5330396476	1	1	12	0	-823.5379639	5842.093279	1.098768931
46550000	0.2532467532	0.4545454545	1	1	12	0	-772.6810303	5843.368426	1.098768931
46560000	0.4153846154	0.5097276265	1	1	12	0	-903.8348389	5844.647839	1.098768931
46570000	0.417218543	0.5114503817	1	1	12	0	-780.5665894	5845.926278	1.098768931
46580000	0.3583333333	0.5157480315	1	1	12	0	-827.5531006	5847.198853	1.098768931
46590000	0.3253968254	0.5376344086	1	1	12	0	-671.725769	5848.470291	1.098768931
46600000	0.3525179856	0.5283018868	1	1	12	0	-820.3289185	5849.745669	1.098768931
46610000	0.3197278912	0.4212454212	1	1	12	0	-830.3908081	5851.042946	1.098768931
46620000	0.2985074627	0.4735099338	1	1	12	0	-828.5778809	5852.318775	1.098768931
46630000	0.4586466165	0.512	1	1	12	0	-761.395752	5853.593667	1.098768931
46640000	0.3484848485	0.6131386861	1	1	12	0	-711.2385864	5854.881909	1.098768931
46650000	0.3821138211	0.5833333333	1	1	12	0	-870.3441772	5856.16157	1.098768931
46660000	0.3787878788	0.5761316872	1	1	12	0	-837.7607422	5857.439965	1.098768931
46670000	0.3488372093	0.5051546392	1	1	12	0	-889.4175415	5858.721827	1.098768931
46680000	0.338028169	0.5680933852	1	1	12	0	-741.3231201	5859.993479	1.098768931
46690000	0.4305555556	0.5	1	1	12	0	-775.8869629	5861.265113	1.098768931
46700000	0.4322580645	0.5035211268	1	1	12	0	-820.6730957	5862.545525	1.098768931
46710000	0.328358209	0.5177304965	1	1	12	0	-802.7678833	5863.845261	1.098768931
46720000	0.2836879433	0.4794007491	1	1	12	0	-822.7695923	5865.141427	1.098768931
46730000	0.4135338346	0.4822695035	1	1	12	0	-874.7943115	5866.441998	1.098768931
46740000	0.4	0.5019607843	1	1	12	0	-817.3532715	5867.725849	1.098768931
46750000	0.4692307692	0.5882352941	1	1	12	0	-677.5507202	5869.009309	1.098768931
46760000	0.4090909091	0.4715447154	1	1	12	0	-862.1661377	5870.290958	1.098768931
46770000	0.4230769231	0.5924369748	1	1	12	0	-807.8289795	5871.574584	1.098768931
46780000	0.3834586466	0.5076335878	1	1	12	0	-940.8355103	5872.850139	1.098768931
46790000	0.3455882353	0.5192982456	1	1	12	0	-780.5465698	5874.152452	1.098768931
46800000	0.2945736434	0.4732824427	1	1	12	0	-860.2943726	5875.439011	1.098768931
46810000	0.4098360656	0.55859375	1	1	12	0	-971.211792	5876.725147	1.098768931
46820000	0.4276315789	0.6169354839	1	1	12	0	-838.7415161	5878.019502	1.098768931
46830000	0.380952381	0.5138888889	1	1	12	0	-830.4003906	5879.292287	1.098768931
46840000	0.3555555556	0.496031746	1	1	12	0	-657.0522461	5880.585058	1.098768931
46850000	0.3655172414	0.5618374558	1	1	12	0	-754.527771	5881.852951	1.098768931
46860000	0.4016393443	0.5543478261	1	1	12	0	-799.8695679	5883.125807	1.098768931
46870000	0.375	0.4347826087	1	1	12	0	-916.7518921	5884.395411	1.098768931
46880000	0.4488188976	0.5407725322	1	1	12	0	-713.6625977	5885.678274	1.098768931
46890000	0.3388429752	0.4841269841	1	1	12	0	-803.4472656	5886.958648	1.098768931
46900000	0.3333333333	0.4877192982	1	1	12	0	-901.9916992	5888.253864	1.098768931
46910000	0.3233082707	0.5	1	1	12	0	-780.0358887	5889.538102	1.098768931
46920000	0.2916666667	0.5	1	1	12	0	-930.0615845	5890.830774	1.098768931
46930000	0.3356164384	0.4409448819	1	1	12	0	-810.2359619	5892.120993	1.098768931
46940000	0.3586206897	0.4641744548	1	1	12	0	-799.5518799	5893.396195	1.098768931
46950000	0.3407407407	0.4901960784	1	1	12	0	-899.0510254	5894.677961	1.098768931
46960000	0.2977099237	0.4945454545	1	1	12	0	-791.6433105	5895.954676	1.098768931
46970000	0.3565891473	0.5138339921	1	1	12	0	-753.4993896	5897.248065	1.098768931
46980000	0.3515625	0.5243445693	1	1	12	0	-758.4860229	5898.521598	1.098768931
46990000	0.3620689655	0.4440433213	1	1	12	0	-861.8061523	5899.794401	1.098768931
47000000	0.4015151515	0.557195572	1	1	12	0	-881.09021	5901.075086	1.098768931
47010000	0.3383458647	0.4696969697	1	1	12	0	-893.7798462	5902.349631	1.098768931
47020000	0.4206349206	0.4464944649	1	1	12	0	-866.8110352	5903.633647	1.098768931
47030000	0.4426229508	0.5254901961	1	1	12	0	-963.5658569	5904.938564	1.098768931
47040000	0.4583333333	0.5703422053	1	1	12	0	-775.7238159	5906.242276	1.098768931
47050000	0.3689320388	0.5617021277	1	1	12	0	-817.815979	5907.58624	1.098768931
47060000	0.5080645161	0.6025641026	1	1	12	0	-761.7345581	5908.890541	1.098768931
47070000	0.362962963	0.524	1	1	12	0	-876.3876953	5910.188405	1.098768931
47080000	0.3148148148	0.5166666667	1	1	12	0	-820.6887817	5911.472256	1.098768931
47090000	0.3661971831	0.5884476534	1	1	12	0	-768.6812744	5912.746351	1.098768931
47100000	0.3687943262	0.4803149606	1	1	12	0	-761.8794556	5914.031433	1.098768931
47110000	0.4263565891	0.5286885246	1	1	12	0	-826.8955078	5915.312792	1.098768931
47120000	0.3430656934	0.5223367698	1	1	12	0	-890.1513672	5916.602967	1.098768931
47130000	0.3636363636	0.5	1	1	12	0	-807.1304321	5917.885813	1.098768931
47140000	0.2237762238	0.475862069	1	1	12	0	-900.437439	5919.169584	1.098768931
47150000	0.3253968254	0.5882352941	1	1	12	0	-771.072998	5920.455961	1.098768931
47160000	0.328358209	0.5142857143	1	1	12	0	-785.0623779	5921.739314	1.098768931
47170000	0.3658536585	0.4491525424	1	1	12	0	-768.4005737	5923.010123	1.098768931
47180000	0.4782608696	0.5294117647	1	1	12	0	-743.1300659	5924.293204	1.098768931
47190000	0.3262411348	0.522556391	1	1	12	0	-917.1555786	5925.573347	1.098768931
47200000	0.4166666667	0.4456521739	1	1	12	0	-941.5046997	5926.861729	1.098768931
47210000	0.4909090909	0.5813953488	1	1	12	0	-786.3244019	5928.175609	1.098768931
47220000	0.4210526316	0.58203125	1	1	12	0	-734.8336792	5929.457784	1.098768931
47230000	0.4454545455	0.5333333333	1	1	12	0	-723.2861938	5930.738785	1.098768931
47240000	0.4033613445	0.4942084942	1	1	12	0	-774.6115112	5932.01189	1.098768931
