timestep	hpmc_translate_acceptance	hpmc_rotate_acceptance	hpmc_d	hpmc_a	lx	hpmc_overlap_count	hpmc_patch_energy	time	temp
380000	0.4776119403	0.6901408451	1	1	12	0	-318.6593323	49.05565	1.349
390000	0.4796747967	0.6730769231	1	1	12	0	-329.9572144	50.28615	1.349
400000	0.4919354839	0.7148594378	1	1	12	0	-277.2034302	51.52022	1.349
410000	0.4571428571	0.6594202899	1	1	12	0	-381.7636719	52.749107	1.349
420000	0.4926470588	0.7071129707	1	1	12	0	-329.116333	53.98509	1.349
430000	0.4744525547	0.7182539683	1	1	12	0	-295.1412964	55.225842	1.349
440000	0.4630872483	0.684981685	1	1	12	0	-388.6417847	56.46167	1.349
450000	0.5078125	0.7210144928	1	1	12	0	-333.7348633	57.703158	1.349
460000	0.5112781955	0.7242798354	1	1	12	0	-358.3599854	58.939168	1.349
470000	0.3916083916	0.6483516484	1	1	12	0	-355.9423523	60.173403	1.349
480000	0.4685314685	0.5985663082	1	1	12	0	-385.7051392	61.41081	1.349
490000	0.4566929134	0.621399177	1	1	12	0	-407.4755249	62.652365	1.349
500000	0.3863636364	0.6926229508	1	1	12	0	-308.2971497	63.891659	1.349
510000	0.5625	0.7722772277	1	1	12	0	-267.45401	65.129407	1.349
520000	0.5793650794	0.6818181818	1	1	12	0	-382.6100769	66.381072	1.349
530000	0.5030674847	0.7291666667	1	1	12	0	-340.9197388	67.62349	1.349
540000	0.4316546763	0.6617647059	1	1	12	0	-350.2576904	68.866045	1.349
550000	0.5897435897	0.657480315	1	1	12	0	-306.594635	70.10952	1.349
560000	0.5	0.7265625	1	1	12	0	-351.9876404	71.351607	1.349
570000	0.4740740741	0.69140625	1	1	12	0	-311.4574585	72.584187	1.349
580000	0.4740740741	0.7653429603	1	1	12	0	-272.7137756	73.819514	1.349
590000	0.4705882353	0.6703296703	1	1	12	0	-307.6221924	75.055187	1.349
600000	0.5217391304	0.6926070039	1	1	12	0	-333.8082275	76.300573	1.349
610000	0.5094339623	0.6304347826	1	1	12	0	-376.8291626	77.531693	1.349
620000	0.4818181818	0.6511627907	1	1	12	0	-395.4971619	78.774623	1.349
630000	0.44	0.6428571429	1	1	12	0	-374.9897156	80.012694	1.349
640000	0.4732824427	0.7004048583	1	1	12	0	-355.8060608	81.24381	1.349
650000	0.5431034483	0.6928838951	1	1	12	0	-314.4294128	82.485625	1.349
660000	0.3658536585	0.6301886792	1	1	12	0	-359.2070007	83.720508	1.349
670000	0.4722222222	0.6533333333	1	1	12	0	-371.1230469	84.954091	1.349
680000	0.5079365079	0.6768707483	1	1	12	0	-354.1914062	86.19293	1.349
690000	0.4295774648	0.6928571429	1	1	12	0	-404.5693054	87.426202	1.349
700000	0.4330708661	0.5909090909	1	1	12	0	-394.3702087	88.693975	1.349
710000	0.4724409449	0.704379562	1	1	12	0	-345.8378906	89.933011	1.349
720000	0.4539877301	0.6537102473	1	1	12	0	-323.0861206	91.169384	1.349
730000	0.4861111111	0.6983471074	1	1	12	0	-398.5184326	92.404738	1.349
740000	0.4480519481	0.6828358209	1	1	12	0	-372.5499268	93.636458	1.349
750000	0.5	0.6641221374	1	1	12	0	-367.3823242	94.882481	1.349
760000	0.3798449612	0.6983471074	1	1	12	0	-292.9717102	96.129741	1.349
770000	0.4523809524	0.698245614	1	1	12	0	-400.7764282	97.377873	1.349
780000	0.4285714286	0.5961538462	1	1	12	0	-356.2458191	98.639581	1.349
790000	0.3834586466	0.6305970149	1	1	12	0	-393.9237671	99.881866	1.349
800000	0.3955223881	0.5802919708	1	1	12	0	-364.0978394	101.125123	1.349
810000	0.514084507	0.6393442623	1	1	12	0	-371.8717651	102.363692	1.349
820000	0.5032679739	0.5912698413	1	1	12	0	-378.4320984	103.595989	1.349
830000	0.4776119403	0.6	1	1	12	0	-337.6665039	104.825881	1.349
840000	0.503649635	0.6936170213	1	1	12	0	-326.7625427	106.067959	1.349
850000	0.5583333333	0.6806722689	1	1	12	0	-359.8143921	107.313468	1.349
860000	0.4511278195	0.7034220532	1	1	12	0	-233.8401947	108.552598	1.349
870000	0.5620437956	0.6642066421	1	1	12	0	-377.3265686	109.799617	1.349
880000	0.528	0.7683823529	1	1	12	0	-275.6895447	111.046141	1.349
890000	0.3880597015	0.6850393701	1	1	12	0	-312.3195801	112.280035	1.349
900000	0.5254237288	0.635193133	1	1	12	0	-390.3639221	113.519696	1.349
910000	0.4434782609	0.676975945	1	1	12	0	-301.43573	114.765492	1.349
920000	0.4142857143	0.6071428571	1	1	12	0	-374.3643494	116.006033	1.349
930000	0.4153846154	0.6868327402	1	1	12	0	-373.287262	117.250776	1.349
940000	0.4765625	0.6678700361	1	1	12	0	-313.459198	118.491248	1.349
950000	0.4758064516	0.6639344262	1	1	12	0	-334.5069275	119.728429	1.349
960000	0.381294964	0.6425702811	1	1	12	0	-356.8841858	120.964224	1.349
970000	0.4820143885	0.6096491228	1	1	12	0	-387.9917603	122.195572	1.349
980000	0.5208333333	0.6912751678	1	1	12	0	-336.6102295	123.434065	1.349
990000	0.44375	0.5532786885	1	1	12	0	-380.1539307	124.666372	1.349
